xmin,ymin,xmax,ymax,label,width,height,images,annotation,cropped_images
273,87,339,146,without_mask,400,267,maksssksksss759.png,maksssksksss759.xml,maksssksksss759-3567.png
154,103,206,163,with_mask,400,267,maksssksksss759.png,maksssksksss759.xml,maksssksksss759-3568.png
91,80,140,140,with_mask,400,267,maksssksksss759.png,maksssksksss759.xml,maksssksksss759-3569.png
107,67,136,95,with_mask,400,257,maksssksksss76.png,maksssksksss76.xml,maksssksksss76-3570.png
286,70,300,84,with_mask,400,257,maksssksksss76.png,maksssksksss76.xml,maksssksksss76-3571.png
319,68,356,104,with_mask,400,257,maksssksksss76.png,maksssksksss76.xml,maksssksksss76-3572.png
157,80,165,94,mask_weared_incorrect,400,257,maksssksksss76.png,maksssksksss76.xml,maksssksksss76-3573.png
211,160,236,201,with_mask,400,225,maksssksksss760.png,maksssksksss760.xml,maksssksksss760-3574.png
98,96,138,127,without_mask,400,225,maksssksksss760.png,maksssksksss760.xml,maksssksksss760-3575.png
173,34,206,65,mask_weared_incorrect,400,225,maksssksksss760.png,maksssksksss760.xml,maksssksksss760-3576.png
89,26,113,56,without_mask,400,225,maksssksksss760.png,maksssksksss760.xml,maksssksksss760-3577.png
158,92,195,138,mask_weared_incorrect,400,225,maksssksksss760.png,maksssksksss760.xml,maksssksksss760-3578.png
217,103,252,141,without_mask,400,225,maksssksksss760.png,maksssksksss760.xml,maksssksksss760-3579.png
350,105,378,139,without_mask,400,225,maksssksksss760.png,maksssksksss760.xml,maksssksksss760-3580.png
136,67,187,121,mask_weared_incorrect,267,400,maksssksksss761.png,maksssksksss761.xml,maksssksksss761-3581.png
156,167,259,304,with_mask,301,400,maksssksksss762.png,maksssksksss762.xml,maksssksksss762-3582.png
309,36,369,104,with_mask,400,225,maksssksksss763.png,maksssksksss763.xml,maksssksksss763-3583.png
155,72,241,155,with_mask,400,225,maksssksksss763.png,maksssksksss763.xml,maksssksksss763-3584.png
46,224,140,345,with_mask,301,400,maksssksksss764.png,maksssksksss764.xml,maksssksksss764-3585.png
56,196,156,314,with_mask,301,400,maksssksksss765.png,maksssksksss765.xml,maksssksksss765-3586.png
86,177,188,305,with_mask,301,400,maksssksksss766.png,maksssksksss766.xml,maksssksksss766-3587.png
116,36,144,71,with_mask,267,400,maksssksksss767.png,maksssksksss767.xml,maksssksksss767-3588.png
4,58,15,70,with_mask,400,225,maksssksksss768.png,maksssksksss768.xml,maksssksksss768-3589.png
49,21,67,40,with_mask,400,225,maksssksksss768.png,maksssksksss768.xml,maksssksksss768-3590.png
80,68,98,87,with_mask,400,225,maksssksksss768.png,maksssksksss768.xml,maksssksksss768-3591.png
127,57,139,71,with_mask,400,225,maksssksksss768.png,maksssksksss768.xml,maksssksksss768-3592.png
204,37,219,54,with_mask,400,225,maksssksksss768.png,maksssksksss768.xml,maksssksksss768-3593.png
227,113,243,129,with_mask,400,225,maksssksksss768.png,maksssksksss768.xml,maksssksksss768-3594.png
281,132,308,156,with_mask,400,225,maksssksksss769.png,maksssksksss769.xml,maksssksksss769-3595.png
227,43,252,76,with_mask,400,225,maksssksksss769.png,maksssksksss769.xml,maksssksksss769-3596.png
57,97,88,134,with_mask,400,225,maksssksksss77.png,maksssksksss77.xml,maksssksksss77-3597.png
132,92,173,134,with_mask,400,225,maksssksksss77.png,maksssksksss77.xml,maksssksksss77-3598.png
1,88,13,126,with_mask,400,225,maksssksksss77.png,maksssksksss77.xml,maksssksksss77-3599.png
293,44,301,53,with_mask,400,210,maksssksksss770.png,maksssksksss770.xml,maksssksksss770-3600.png
278,40,284,51,with_mask,400,210,maksssksksss770.png,maksssksksss770.xml,maksssksksss770-3601.png
253,48,264,65,without_mask,400,210,maksssksksss770.png,maksssksksss770.xml,maksssksksss770-3602.png
45,43,51,53,with_mask,400,210,maksssksksss770.png,maksssksksss770.xml,maksssksksss770-3603.png
80,39,97,64,with_mask,400,210,maksssksksss770.png,maksssksksss770.xml,maksssksksss770-3604.png
156,57,176,75,with_mask,400,210,maksssksksss770.png,maksssksksss770.xml,maksssksksss770-3605.png
188,46,196,55,with_mask,400,210,maksssksksss770.png,maksssksksss770.xml,maksssksksss770-3606.png
215,38,227,53,without_mask,400,210,maksssksksss770.png,maksssksksss770.xml,maksssksksss770-3607.png
360,10,394,46,with_mask,400,267,maksssksksss771.png,maksssksksss771.xml,maksssksksss771-3608.png
31,109,93,161,with_mask,400,267,maksssksksss771.png,maksssksksss771.xml,maksssksksss771-3609.png
83,43,119,86,with_mask,400,267,maksssksksss771.png,maksssksksss771.xml,maksssksksss771-3610.png
140,70,195,128,with_mask,400,267,maksssksksss771.png,maksssksksss771.xml,maksssksksss771-3611.png
280,77,366,165,with_mask,400,267,maksssksksss771.png,maksssksksss771.xml,maksssksksss771-3612.png
108,150,169,212,without_mask,267,400,maksssksksss772.png,maksssksksss772.xml,maksssksksss772-3613.png
45,190,80,235,without_mask,267,400,maksssksksss772.png,maksssksksss772.xml,maksssksksss772-3614.png
58,24,65,33,without_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3615.png
370,70,391,89,without_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3616.png
380,18,393,30,without_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3617.png
251,6,258,17,without_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3618.png
227,11,232,19,without_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3619.png
148,60,175,88,with_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3620.png
65,71,86,92,with_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3621.png
325,31,330,38,without_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3622.png
295,31,301,37,without_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3623.png
280,29,286,35,without_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3624.png
172,24,179,32,with_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3625.png
145,30,151,36,without_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3626.png
83,24,89,31,without_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3627.png
25,22,31,31,without_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3628.png
2,22,10,29,without_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3629.png
290,63,312,83,without_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3630.png
218,61,241,85,with_mask,400,274,maksssksksss773.png,maksssksksss773.xml,maksssksksss773-3631.png
66,32,104,72,with_mask,400,226,maksssksksss774.png,maksssksksss774.xml,maksssksksss774-3632.png
257,30,301,86,with_mask,400,226,maksssksksss774.png,maksssksksss774.xml,maksssksksss774-3633.png
122,80,173,138,with_mask,400,226,maksssksksss774.png,maksssksksss774.xml,maksssksksss774-3634.png
277,53,329,99,with_mask,400,225,maksssksksss775.png,maksssksksss775.xml,maksssksksss775-3635.png
77,66,130,108,with_mask,400,225,maksssksksss775.png,maksssksksss775.xml,maksssksksss775-3636.png
15,79,42,105,with_mask,400,267,maksssksksss776.png,maksssksksss776.xml,maksssksksss776-3637.png
288,88,317,127,with_mask,400,267,maksssksksss776.png,maksssksksss776.xml,maksssksksss776-3638.png
285,35,322,71,with_mask,400,226,maksssksksss777.png,maksssksksss777.xml,maksssksksss777-3639.png
73,48,102,78,with_mask,400,226,maksssksksss777.png,maksssksksss777.xml,maksssksksss777-3640.png
137,42,163,74,with_mask,400,226,maksssksksss777.png,maksssksksss777.xml,maksssksksss777-3641.png
187,52,220,86,with_mask,400,226,maksssksksss777.png,maksssksksss777.xml,maksssksksss777-3642.png
226,47,248,70,without_mask,400,226,maksssksksss777.png,maksssksksss777.xml,maksssksksss777-3643.png
26,82,70,122,with_mask,400,226,maksssksksss777.png,maksssksksss777.xml,maksssksksss777-3644.png
363,32,397,72,with_mask,400,226,maksssksksss777.png,maksssksksss777.xml,maksssksksss777-3645.png
49,146,102,201,with_mask,400,226,maksssksksss777.png,maksssksksss777.xml,maksssksksss777-3646.png
57,21,88,59,with_mask,400,267,maksssksksss778.png,maksssksksss778.xml,maksssksksss778-3647.png
176,53,202,81,with_mask,400,267,maksssksksss778.png,maksssksksss778.xml,maksssksksss778-3648.png
223,36,252,70,with_mask,400,267,maksssksksss778.png,maksssksksss778.xml,maksssksksss778-3649.png
84,108,123,147,with_mask,400,267,maksssksksss778.png,maksssksksss778.xml,maksssksksss778-3650.png
315,87,379,146,with_mask,400,267,maksssksksss778.png,maksssksksss778.xml,maksssksksss778-3651.png
23,43,59,82,with_mask,400,266,maksssksksss779.png,maksssksksss779.xml,maksssksksss779-3652.png
77,20,112,61,with_mask,400,266,maksssksksss779.png,maksssksksss779.xml,maksssksksss779-3653.png
323,77,335,97,with_mask,400,266,maksssksksss779.png,maksssksksss779.xml,maksssksksss779-3654.png
189,71,212,98,with_mask,400,266,maksssksksss779.png,maksssksksss779.xml,maksssksksss779-3655.png
139,41,163,71,with_mask,400,266,maksssksksss779.png,maksssksksss779.xml,maksssksksss779-3656.png
108,231,186,336,with_mask,301,400,maksssksksss78.png,maksssksksss78.xml,maksssksksss78-3657.png
231,128,301,179,with_mask,400,225,maksssksksss780.png,maksssksksss780.xml,maksssksksss780-3658.png
95,60,151,130,with_mask,400,225,maksssksksss780.png,maksssksksss780.xml,maksssksksss780-3659.png
176,77,224,110,with_mask,400,225,maksssksksss780.png,maksssksksss780.xml,maksssksksss780-3660.png
158,61,176,84,with_mask,400,225,maksssksksss780.png,maksssksksss780.xml,maksssksksss780-3661.png
250,46,259,55,with_mask,400,225,maksssksksss780.png,maksssksksss780.xml,maksssksksss780-3662.png
370,49,381,59,with_mask,400,225,maksssksksss780.png,maksssksksss780.xml,maksssksksss780-3663.png
344,67,365,84,with_mask,400,225,maksssksksss780.png,maksssksksss780.xml,maksssksksss780-3664.png
339,45,347,52,with_mask,400,225,maksssksksss780.png,maksssksksss780.xml,maksssksksss780-3665.png
78,199,191,333,with_mask,301,400,maksssksksss781.png,maksssksksss781.xml,maksssksksss781-3666.png
289,86,327,127,with_mask,400,226,maksssksksss782.png,maksssksksss782.xml,maksssksksss782-3667.png
202,145,228,174,mask_weared_incorrect,400,226,maksssksksss782.png,maksssksksss782.xml,maksssksksss782-3668.png
194,132,210,148,with_mask,400,267,maksssksksss783.png,maksssksksss783.xml,maksssksksss783-3669.png
330,23,353,52,with_mask,400,267,maksssksksss783.png,maksssksksss783.xml,maksssksksss783-3670.png
241,32,261,54,with_mask,400,267,maksssksksss783.png,maksssksksss783.xml,maksssksksss783-3671.png
243,136,258,150,with_mask,400,267,maksssksksss783.png,maksssksksss783.xml,maksssksksss783-3672.png
136,59,153,76,with_mask,400,267,maksssksksss783.png,maksssksksss783.xml,maksssksksss783-3673.png
17,59,39,82,without_mask,400,225,maksssksksss784.png,maksssksksss784.xml,maksssksksss784-3674.png
43,59,71,92,with_mask,400,225,maksssksksss784.png,maksssksksss784.xml,maksssksksss784-3675.png
91,78,120,108,with_mask,400,225,maksssksksss784.png,maksssksksss784.xml,maksssksksss784-3676.png
317,69,343,105,with_mask,400,225,maksssksksss784.png,maksssksksss784.xml,maksssksksss784-3677.png
138,82,169,112,with_mask,400,225,maksssksksss784.png,maksssksksss784.xml,maksssksksss784-3678.png
175,55,204,88,with_mask,400,225,maksssksksss784.png,maksssksksss784.xml,maksssksksss784-3679.png
276,67,306,99,with_mask,400,225,maksssksksss784.png,maksssksksss784.xml,maksssksksss784-3680.png
110,43,141,77,with_mask,400,225,maksssksksss784.png,maksssksksss784.xml,maksssksksss784-3681.png
235,36,267,71,with_mask,400,225,maksssksksss784.png,maksssksksss784.xml,maksssksksss784-3682.png
159,90,217,164,without_mask,400,244,maksssksksss785.png,maksssksksss785.xml,maksssksksss785-3683.png
244,64,297,122,mask_weared_incorrect,400,290,maksssksksss786.png,maksssksksss786.xml,maksssksksss786-3684.png
177,71,221,107,with_mask,400,290,maksssksksss786.png,maksssksksss786.xml,maksssksksss786-3685.png
91,250,131,270,with_mask,400,290,maksssksksss786.png,maksssksksss786.xml,maksssksksss786-3686.png
38,222,67,247,with_mask,400,290,maksssksksss786.png,maksssksksss786.xml,maksssksksss786-3687.png
360,79,401,139,with_mask,400,288,maksssksksss787.png,maksssksksss787.xml,maksssksksss787-3688.png
292,99,352,162,with_mask,400,288,maksssksksss787.png,maksssksksss787.xml,maksssksksss787-3689.png
188,60,233,97,without_mask,400,288,maksssksksss787.png,maksssksksss787.xml,maksssksksss787-3690.png
147,111,202,170,with_mask,400,288,maksssksksss787.png,maksssksksss787.xml,maksssksksss787-3691.png
92,109,136,164,with_mask,400,288,maksssksksss787.png,maksssksksss787.xml,maksssksksss787-3692.png
23,118,76,179,with_mask,400,288,maksssksksss787.png,maksssksksss787.xml,maksssksksss787-3693.png
59,50,111,100,without_mask,400,288,maksssksksss787.png,maksssksksss787.xml,maksssksksss787-3694.png
247,84,285,132,with_mask,400,288,maksssksksss787.png,maksssksksss787.xml,maksssksksss787-3695.png
14,95,45,131,with_mask,512,340,maksssksksss788.png,maksssksksss788.xml,maksssksksss788-3696.png
210,105,241,137,with_mask,512,340,maksssksksss788.png,maksssksksss788.xml,maksssksksss788-3697.png
116,93,147,126,with_mask,512,340,maksssksksss788.png,maksssksksss788.xml,maksssksksss788-3698.png
388,87,418,121,with_mask,512,340,maksssksksss788.png,maksssksksss788.xml,maksssksksss788-3699.png
307,92,332,123,with_mask,512,340,maksssksksss788.png,maksssksksss788.xml,maksssksksss788-3700.png
290,40,304,58,with_mask,400,255,maksssksksss789.png,maksssksksss789.xml,maksssksksss789-3701.png
272,53,288,70,with_mask,400,255,maksssksksss789.png,maksssksksss789.xml,maksssksksss789-3702.png
161,40,179,53,with_mask,400,255,maksssksksss789.png,maksssksksss789.xml,maksssksksss789-3703.png
32,24,59,54,with_mask,400,255,maksssksksss789.png,maksssksksss789.xml,maksssksksss789-3704.png
239,165,256,183,with_mask,400,400,maksssksksss79.png,maksssksksss79.xml,maksssksksss79-3705.png
330,100,356,128,with_mask,400,400,maksssksksss79.png,maksssksksss79.xml,maksssksksss79-3706.png
282,149,300,169,with_mask,400,400,maksssksksss79.png,maksssksksss79.xml,maksssksksss79-3707.png
60,121,87,148,with_mask,400,400,maksssksksss79.png,maksssksksss79.xml,maksssksksss79-3708.png
183,117,208,146,with_mask,400,400,maksssksksss79.png,maksssksksss79.xml,maksssksksss79-3709.png
124,159,226,288,with_mask,301,400,maksssksksss790.png,maksssksksss790.xml,maksssksksss790-3710.png
124,121,213,264,with_mask,301,400,maksssksksss791.png,maksssksksss791.xml,maksssksksss791-3711.png
196,36,239,81,without_mask,400,225,maksssksksss792.png,maksssksksss792.xml,maksssksksss792-3712.png
153,53,196,107,with_mask,400,225,maksssksksss792.png,maksssksksss792.xml,maksssksksss792-3713.png
354,66,400,108,without_mask,400,225,maksssksksss792.png,maksssksksss792.xml,maksssksksss792-3714.png
324,73,353,112,without_mask,400,225,maksssksksss792.png,maksssksksss792.xml,maksssksksss792-3715.png
26,43,60,89,without_mask,400,225,maksssksksss792.png,maksssksksss792.xml,maksssksksss792-3716.png
16,148,42,199,without_mask,400,225,maksssksksss792.png,maksssksksss792.xml,maksssksksss792-3717.png
134,147,241,275,with_mask,301,400,maksssksksss793.png,maksssksksss793.xml,maksssksksss793-3718.png
65,179,137,263,with_mask,400,400,maksssksksss794.png,maksssksksss794.xml,maksssksksss794-3719.png
254,189,332,276,with_mask,400,400,maksssksksss794.png,maksssksksss794.xml,maksssksksss794-3720.png
181,67,208,95,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3721.png
375,179,400,205,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3722.png
362,90,389,115,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3723.png
334,14,352,36,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3724.png
299,63,323,93,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3725.png
261,66,286,93,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3726.png
254,133,276,159,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3727.png
185,30,210,53,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3728.png
15,129,35,155,without_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3729.png
89,133,111,161,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3730.png
47,198,69,231,mask_weared_incorrect,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3731.png
25,218,53,253,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3732.png
101,7,126,34,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3733.png
195,211,224,239,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3734.png
86,68,110,92,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3735.png
9,91,31,119,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3736.png
1,245,18,284,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3737.png
133,261,161,294,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3738.png
189,113,214,141,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3739.png
8,1,31,23,without_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3740.png
216,231,246,264,with_mask,400,300,maksssksksss795.png,maksssksksss795.xml,maksssksksss795-3741.png
355,110,374,132,with_mask,400,267,maksssksksss796.png,maksssksksss796.xml,maksssksksss796-3742.png
365,92,380,107,with_mask,400,267,maksssksksss796.png,maksssksksss796.xml,maksssksksss796-3743.png
92,72,112,91,with_mask,400,267,maksssksksss796.png,maksssksksss796.xml,maksssksksss796-3744.png
298,109,312,124,with_mask,400,267,maksssksksss796.png,maksssksksss796.xml,maksssksksss796-3745.png
272,112,293,129,with_mask,400,267,maksssksksss796.png,maksssksksss796.xml,maksssksksss796-3746.png
6,74,30,97,with_mask,400,267,maksssksksss796.png,maksssksksss796.xml,maksssksksss796-3747.png
217,56,230,80,with_mask,400,267,maksssksksss796.png,maksssksksss796.xml,maksssksksss796-3748.png
310,65,352,110,with_mask,400,267,maksssksksss796.png,maksssksksss796.xml,maksssksksss796-3749.png
189,33,218,65,with_mask,400,267,maksssksksss796.png,maksssksksss796.xml,maksssksksss796-3750.png
90,95,110,117,with_mask,400,267,maksssksksss796.png,maksssksksss796.xml,maksssksksss796-3751.png
46,80,80,121,with_mask,400,267,maksssksksss796.png,maksssksksss796.xml,maksssksksss796-3752.png
8,113,34,136,with_mask,400,267,maksssksksss796.png,maksssksksss796.xml,maksssksksss796-3753.png
373,120,385,137,with_mask,400,267,maksssksksss796.png,maksssksksss796.xml,maksssksksss796-3754.png
13,84,27,106,with_mask,400,245,maksssksksss797.png,maksssksksss797.xml,maksssksksss797-3755.png
368,61,390,97,without_mask,400,245,maksssksksss797.png,maksssksksss797.xml,maksssksksss797-3756.png
228,82,241,100,with_mask,400,245,maksssksksss797.png,maksssksksss797.xml,maksssksksss797-3757.png
44,57,60,77,with_mask,400,245,maksssksksss797.png,maksssksksss797.xml,maksssksksss797-3758.png
76,80,90,93,with_mask,400,245,maksssksksss797.png,maksssksksss797.xml,maksssksksss797-3759.png
190,73,206,91,with_mask,400,245,maksssksksss797.png,maksssksksss797.xml,maksssksksss797-3760.png
122,69,137,87,with_mask,400,245,maksssksksss797.png,maksssksksss797.xml,maksssksksss797-3761.png
281,67,295,85,with_mask,400,245,maksssksksss797.png,maksssksksss797.xml,maksssksksss797-3762.png
185,62,272,130,with_mask,400,333,maksssksksss798.png,maksssksksss798.xml,maksssksksss798-3763.png
164,238,262,322,with_mask,400,333,maksssksksss798.png,maksssksksss798.xml,maksssksksss798-3764.png
29,66,47,82,with_mask,400,300,maksssksksss799.png,maksssksksss799.xml,maksssksksss799-3765.png
340,251,369,275,with_mask,400,300,maksssksksss799.png,maksssksksss799.xml,maksssksksss799-3766.png
317,249,333,266,with_mask,400,300,maksssksksss799.png,maksssksksss799.xml,maksssksksss799-3767.png
304,210,325,230,with_mask,400,300,maksssksksss799.png,maksssksksss799.xml,maksssksksss799-3768.png
11,217,65,263,with_mask,400,300,maksssksksss799.png,maksssksksss799.xml,maksssksksss799-3769.png
45,41,65,63,with_mask,400,300,maksssksksss799.png,maksssksksss799.xml,maksssksksss799-3770.png
84,239,134,285,with_mask,400,300,maksssksksss799.png,maksssksksss799.xml,maksssksksss799-3771.png
75,271,152,385,with_mask,301,400,maksssksksss8.png,maksssksksss8.xml,maksssksksss8-3772.png
214,54,291,132,with_mask,400,226,maksssksksss80.png,maksssksksss80.xml,maksssksksss80-3773.png
184,76,198,92,with_mask,400,267,maksssksksss800.png,maksssksksss800.xml,maksssksksss800-3774.png
317,65,334,81,with_mask,400,267,maksssksksss800.png,maksssksksss800.xml,maksssksksss800-3775.png
62,71,76,85,with_mask,400,267,maksssksksss800.png,maksssksksss800.xml,maksssksksss800-3776.png
248,61,265,79,with_mask,400,267,maksssksksss800.png,maksssksksss800.xml,maksssksksss800-3777.png
263,100,279,120,without_mask,400,295,maksssksksss801.png,maksssksksss801.xml,maksssksksss801-3778.png
291,92,300,105,with_mask,400,295,maksssksksss801.png,maksssksksss801.xml,maksssksksss801-3779.png
34,96,41,108,with_mask,400,295,maksssksksss801.png,maksssksksss801.xml,maksssksksss801-3780.png
311,97,320,108,with_mask,400,295,maksssksksss801.png,maksssksksss801.xml,maksssksksss801-3781.png
73,92,92,118,with_mask,400,295,maksssksksss801.png,maksssksksss801.xml,maksssksksss801-3782.png
158,112,181,130,with_mask,400,295,maksssksksss801.png,maksssksksss801.xml,maksssksksss801-3783.png
192,99,202,111,with_mask,400,295,maksssksksss801.png,maksssksksss801.xml,maksssksksss801-3784.png
221,90,236,108,without_mask,400,295,maksssksksss801.png,maksssksksss801.xml,maksssksksss801-3785.png
312,76,344,109,with_mask,400,267,maksssksksss802.png,maksssksksss802.xml,maksssksksss802-3786.png
180,71,202,94,with_mask,400,267,maksssksksss802.png,maksssksksss802.xml,maksssksksss802-3787.png
133,35,153,56,with_mask,400,267,maksssksksss802.png,maksssksksss802.xml,maksssksksss802-3788.png
36,9,60,29,with_mask,400,267,maksssksksss802.png,maksssksksss802.xml,maksssksksss802-3789.png
161,170,227,248,with_mask,400,267,maksssksksss803.png,maksssksksss803.xml,maksssksksss803-3790.png
152,45,160,53,with_mask,400,258,maksssksksss804.png,maksssksksss804.xml,maksssksksss804-3791.png
112,34,122,45,with_mask,400,258,maksssksksss804.png,maksssksksss804.xml,maksssksksss804-3792.png
26,45,37,55,with_mask,400,258,maksssksksss804.png,maksssksksss804.xml,maksssksksss804-3793.png
237,46,251,58,with_mask,400,258,maksssksksss804.png,maksssksksss804.xml,maksssksksss804-3794.png
132,43,140,52,with_mask,400,258,maksssksksss804.png,maksssksksss804.xml,maksssksksss804-3795.png
386,49,393,56,with_mask,400,258,maksssksksss804.png,maksssksksss804.xml,maksssksksss804-3796.png
221,54,232,66,with_mask,400,258,maksssksksss804.png,maksssksksss804.xml,maksssksksss804-3797.png
269,50,284,64,with_mask,400,258,maksssksksss804.png,maksssksksss804.xml,maksssksksss804-3798.png
357,43,374,60,with_mask,400,258,maksssksksss804.png,maksssksksss804.xml,maksssksksss804-3799.png
177,45,196,63,with_mask,400,258,maksssksksss804.png,maksssksksss804.xml,maksssksksss804-3800.png
107,91,125,108,with_mask,400,258,maksssksksss804.png,maksssksksss804.xml,maksssksksss804-3801.png
72,31,94,51,with_mask,400,258,maksssksksss804.png,maksssksksss804.xml,maksssksksss804-3802.png
175,101,225,148,with_mask,400,225,maksssksksss805.png,maksssksksss805.xml,maksssksksss805-3803.png
285,97,335,151,with_mask,400,225,maksssksksss805.png,maksssksksss805.xml,maksssksksss805-3804.png
307,7,351,53,with_mask,400,225,maksssksksss805.png,maksssksksss805.xml,maksssksksss805-3805.png
173,7,225,58,with_mask,400,225,maksssksksss805.png,maksssksksss805.xml,maksssksksss805-3806.png
38,3,90,55,with_mask,400,225,maksssksksss805.png,maksssksksss805.xml,maksssksksss805-3807.png
46,90,93,146,with_mask,400,225,maksssksksss805.png,maksssksksss805.xml,maksssksksss805-3808.png
49,195,93,225,with_mask,400,225,maksssksksss805.png,maksssksksss805.xml,maksssksksss805-3809.png
178,193,218,225,with_mask,400,225,maksssksksss805.png,maksssksksss805.xml,maksssksksss805-3810.png
305,196,362,225,with_mask,400,225,maksssksksss805.png,maksssksksss805.xml,maksssksksss805-3811.png
288,21,322,65,with_mask,400,225,maksssksksss806.png,maksssksksss806.xml,maksssksksss806-3812.png
29,34,62,68,with_mask,400,225,maksssksksss806.png,maksssksksss806.xml,maksssksksss806-3813.png
151,62,177,94,with_mask,400,225,maksssksksss806.png,maksssksksss806.xml,maksssksksss806-3814.png
188,65,221,103,with_mask,400,225,maksssksksss806.png,maksssksksss806.xml,maksssksksss806-3815.png
95,53,126,91,with_mask,400,225,maksssksksss806.png,maksssksksss806.xml,maksssksksss806-3816.png
249,65,272,88,with_mask,400,225,maksssksksss806.png,maksssksksss806.xml,maksssksksss806-3817.png
58,42,73,57,with_mask,400,267,maksssksksss807.png,maksssksksss807.xml,maksssksksss807-3818.png
85,63,93,71,with_mask,400,267,maksssksksss807.png,maksssksksss807.xml,maksssksksss807-3819.png
108,56,125,69,with_mask,400,267,maksssksksss807.png,maksssksksss807.xml,maksssksksss807-3820.png
274,37,296,62,with_mask,400,267,maksssksksss807.png,maksssksksss807.xml,maksssksksss807-3821.png
19,47,35,61,with_mask,400,267,maksssksksss807.png,maksssksksss807.xml,maksssksksss807-3822.png
212,34,230,58,with_mask,400,267,maksssksksss807.png,maksssksksss807.xml,maksssksksss807-3823.png
165,28,184,49,with_mask,400,267,maksssksksss807.png,maksssksksss807.xml,maksssksksss807-3824.png
370,22,394,44,with_mask,400,267,maksssksksss807.png,maksssksksss807.xml,maksssksksss807-3825.png
248,59,259,70,mask_weared_incorrect,400,267,maksssksksss807.png,maksssksksss807.xml,maksssksksss807-3826.png
109,134,206,253,with_mask,301,400,maksssksksss808.png,maksssksksss808.xml,maksssksksss808-3827.png
21,78,65,119,without_mask,400,352,maksssksksss809.png,maksssksksss809.xml,maksssksksss809-3828.png
290,43,335,93,with_mask,400,352,maksssksksss809.png,maksssksksss809.xml,maksssksksss809-3829.png
134,77,188,128,with_mask,400,352,maksssksksss809.png,maksssksksss809.xml,maksssksksss809-3830.png
27,46,123,154,with_mask,400,240,maksssksksss81.png,maksssksksss81.xml,maksssksksss81-3831.png
145,99,229,190,with_mask,400,240,maksssksksss81.png,maksssksksss81.xml,maksssksksss81-3832.png
275,82,362,174,with_mask,400,240,maksssksksss81.png,maksssksksss81.xml,maksssksksss81-3833.png
107,277,216,400,with_mask,301,400,maksssksksss810.png,maksssksksss810.xml,maksssksksss810-3834.png
56,47,223,238,with_mask,267,400,maksssksksss811.png,maksssksksss811.xml,maksssksksss811-3835.png
291,54,352,113,with_mask,400,400,maksssksksss812.png,maksssksksss812.xml,maksssksksss812-3836.png
165,115,213,165,with_mask,400,400,maksssksksss812.png,maksssksksss812.xml,maksssksksss812-3837.png
66,91,115,136,with_mask,400,400,maksssksksss812.png,maksssksksss812.xml,maksssksksss812-3838.png
